Local ID	Other Protein ID	Profile superfamily	Profile ID	E-value	Identity cluster	Order of leaves in full sequence tree	Superclusters based on CARF/SAVED domain tree	Final group assignments	Genome Name	Protein Length	CDD asignments, automatic with E-value 0.0001 (CARF only)	Domain organization	TMHMM result	Current genbank annotation	Potential Ring Nucleases	RN group
MK_CARF_ADD00000538	SHH71151.1	CARF	CARF.305.FASTA		47a	6275	CL1_CARF	CARF4	Clostridium grantii DSM 8605	383	pfam09002	CARF_PDDEXK		protein of of	Non-RN	
MK_CARF_ADD00000540	WP_073146777.1	CARF	CARF.305.FASTA		196a	6276	CL1_CARF	CARF4	Paramaledivibacter caminithermalis	386	pfam09002	CARF_PDDEXK		DUF1887 family protein	Non-RN	
MK_CARF_ADD00000384	OGO77533.1	CARF	CARF.358.FASTA		202a	6277	CL1_CARF	CARF4	Clostridiales bacterium GWB2_37_7	381	pfam09002	CARF_PDDEXK		hypothetical protein A2Y23_07655	Non-RN	
MK_CARF_01001547	gene_11|GeneMark.hmm|385_aa|-|15664|16821 CCXI01000100.1	CARF	CARF.79.FASTA	1.09E-82	3680	6278	CL1_CARF	CARF4	Clostridium sp. MS1 genome 	385	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000445	WP_113672671.1	CARF	CARF.407.FASTA		212a	6279	CL1_CARF	CARF4	Vallitalea guaymasensis	371	pfam09002	CARF_PDDEXK		DUF1887 family protein family protein	Non-RN	
MK_CARF_01001528	AHM58141.1	CARF	CARF.75.FASTA	1.18E-82	3189	6280	CL1_CARF	CARF4	Eubacterium acidaminophilum DSM 3953	385	pfam09002	CARF_PDDEXK		hypothetical protein EAL2_808p06380	Non-RN	
MK_CARF_00010246	WP_025436982.1	CARF	CARF.75.FASTA	1.18E-82	3189	6281	CL1_CARF	CARF4	Peptoclostridium acidaminophilum	385	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001527	KDR96599.1	CARF	CARF.75.FASTA	3.11E-89	1756	6282	CL1_CARF	CARF4		387	pfam09002	CARF_PDDEXK		hypothetical protein CLIT_2c02050	Non-RN	
MK_CARF_ADD00000409	WP_129489001.1	CARF	CARF.409.FASTA		197a	6283	CL1_CARF	CARF4	Fusibacter sp. A1	384	pfam09002	CARF_PDDEXK		DUF1887 family protein	Non-RN	
MK_CARF_01001575	gene_36|GeneMark.hmm|382_aa|+|26444|27592 BBCG01000001.1	CARF	CARF.81.FASTA	5.48E-79	4476	6284	CL1_CARF	CARF4	Cellulosilyticum ruminicola JCM 14822	382	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001693	gene_9|GeneMark.hmm|389_aa|+|14269|15438 LFTO01000024.1	CARF	CARF.112.FASTA	4.9E-30	3950	6285	CL1_CARF	CARF4	Clostridiales bacterium DTU086	389	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00100671	ZP_07640725.1	CARF	CARF.420.FASTA	4.22E-66	4068	6286	CL1_CARF	CARF4	Streptococcus oralis ATCC 35037	382	pfam09002	CARF_PDDEXK		hypothetical protein SMSK23_1612	Non-RN	
MK_CARF_00010749	WP_000200351.1	CARF	CARF.420.FASTA	4.22E-66	4068	6287	CL1_CARF	CARF4	Streptococcus oralis	382	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00100597	ZP_06611961.1	CARF	CARF.420.FASTA	1.06E-65	432	6288	CL1_CARF	CARF4	Streptococcus oralis ATCC 35037	418	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_00101110	ZP_11052078.1	CARF	CARF.420.FASTA	1.87E-67	4673	6289	CL1_CARF	CARF4	Streptococcus sp. GMD6S	382	pfam09002	CARF_PDDEXK		hypothetical protein GMD6S_00410	Non-RN	
MK_CARF_00100725	ZP_08048975.1	CARF	CARF.420.FASTA	4.74E-67	1119	6290	CL1_CARF	CARF4	Streptococcus sp. C300	418	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF0849_00173	Non-RN	
MK_CARF_00101111	ZP_11061370.1	CARF	CARF.420.FASTA	5.28E-67	1393	6291	CL1_CARF	CARF4	Streptococcus sp. GMD1S	382	pfam09002	CARF_PDDEXK		hypothetical protein GMD1S_01307	Non-RN	
MK_CARF_00010536	WP_000202637.1	CARF	CARF.420.FASTA	4.68E-68	4444	6292	CL1_CARF	CARF4	Streptococcus oralis	382	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100773	YP_004326169.1	CARF	CARF.420.FASTA	4.68E-68	4444	6293	CL1_CARF	CARF4	Streptococcus oralis Uo5	382	pfam09002	CARF_PDDEXK		hypothetical protein SOR_1171	Non-RN	
MK_CARF_00101172	ZP_14308494.1	CARF	CARF.420.FASTA	1.32E-67	797	6294	CL1_CARF	CARF4	Streptococcus oralis SK610	382	pfam09002	CARF_PDDEXK		PF09002 domain protein	Non-RN	
MK_CARF_00010830	WP_096753599.1	CARF	CARF.420.FASTA	8.43E-66	3712	6295	CL1_CARF	CARF4	Streptococcus oralis	382	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00101171	ZP_14306263.1	CARF	CARF.420.FASTA	8.43E-66	388	6296	CL1_CARF	CARF4	Streptococcus oralis SK100	382	pfam09002	CARF_PDDEXK		PF09002 domain protein	Non-RN	
MK_CARF_00101161	ZP_12577336.1	CARF	CARF.420.FASTA	5.28E-67	125	6297	CL1_CARF	CARF4	Streptococcus mitis bv. 2 str. F0392	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9178_0057	Non-RN	
MK_CARF_00100662	ZP_07458730.1	CARF	CARF.420.FASTA	1.07E-63	3417	6298	CL1_CARF	CARF4	Streptococcus sp. oral taxon 071 str. 73H25AP	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9189_0953	Non-RN	
MK_CARF_00101156	ZP_12441516.1	CARF	CARF.420.FASTA	1.19E-65	902	6299	CL1_CARF	CARF4	Streptococcus oralis SK255	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9968_1842	Non-RN	
MK_CARF_00101146	ZP_11414635.1	CARF	CARF.420.FASTA	7.47E-67	4317	6300	CL1_CARF	CARF4	Streptococcus sp. F0441	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9188_00909	Non-RN	
MK_CARF_00010640	WP_049505724.1	CARF	CARF.420.FASTA	2.64E-67	4794	6301	CL1_CARF	CARF4	Streptococcus oralis	382	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00101094	ZP_10815431.1	CARF	CARF.420.FASTA	1.49E-66	2009	6302	CL1_CARF	CARF4	Streptococcus sp. BS35b	382	pfam09002	CARF_PDDEXK		PF09002 domain protein	Non-RN	
MK_CARF_00100700	ZP_07887917.1	CARF	CARF.420.FASTA	2.66E-66	4635	6303	CL1_CARF	CARF4	Streptococcus sanguinis ATCC 49296	418	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF8578_1297	Non-RN	
MK_CARF_00010701	AHZ47874.1	CARF	CARF.420.FASTA	1.06E-66	3049	6304	CL1_CARF	CARF4	Streptococcus sp. VT 162	382	pfam09002	CARF_PDDEXK		hypothetical protein V470_05475	Non-RN	
MK_CARF_00101170	ZP_14304722.1	CARF	CARF.420.FASTA	4.68E-68	4001	6305	CL1_CARF	CARF4	Streptococcus oralis SK10	382	pfam09002	CARF_PDDEXK		PF09002 domain protein	Non-RN	
MK_CARF_00010702	WP_096422374.1	CARF	CARF.420.FASTA	1.06E-66	273	6306	CL1_CARF	CARF4	Streptococcus oralis	382	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100663	ZP_07462542.1	CARF	CARF.420.FASTA	1.56E-66	346	6307	CL1_CARF	CARF4	Streptococcus mitis ATCC 6249	397	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF8571_0898	Non-RN	
MK_CARF_00101190	ZP_15935831.1	CARF	CARF.420.FASTA	5.96E-66	4207	6308	CL1_CARF	CARF4	Streptococcus oralis SK304	382	pfam09002	CARF_PDDEXK		PF09002 domain protein	Non-RN	
MK_CARF_00101163	ZP_12583182.1	CARF	CARF.420.FASTA	3.31E-68	1233	6309	CL1_CARF	CARF4	Streptococcus oralis SK313	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9950_0992	Non-RN	
MK_CARF_01000737	KJQ65526.1	CARF	CARF.420.FASTA	3.36E-65	2396	6310	CL1_CARF	CARF4	Streptococcus mitis	382	pfam09002	CARF_PDDEXK		hypothetical protein TZ87_00656	Non-RN	
MK_CARF_00100899	ZP_09174729.1	CARF	CARF.420.FASTA	5.01E-66	1589	6311	CL1_CARF	CARF4	Streptococcus sp. oral taxon 058 str. F0407	402	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9184_01095	Non-RN	
MK_CARF_00101160	ZP_12558734.1	CARF	CARF.420.FASTA	7.57E-64	4861	6312	CL1_CARF	CARF4	Streptococcus mitis bv. 2 str. SK95	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9965_1096	Non-RN	
MK_CARF_00100535	ZP_06199109.1	CARF	CARF.420.FASTA	6.7E-67	4653	6313	CL1_CARF	CARF4	Streptococcus sp. M143	418	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF0850_00597	Non-RN	
MK_CARF_00100998	ZP_10039581.1	CARF	CARF.420.FASTA	5.85E-69	1975	6314	CL1_CARF	CARF4	Streptococcus sp. SK140	382	pfam09002	CARF_PDDEXK		PF09002 domain protein	Non-RN	
MK_CARF_00010456	WP_060955631.1	CARF	CARF.420.FASTA	3.23E-71	1958	6315	CL1_CARF	CARF4	Streptococcus sp. oral taxon 431	382	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00101162	ZP_12579294.1	CARF	CARF.420.FASTA	4.14E-69	4089	6316	CL1_CARF	CARF4	Streptococcus infantis X	382		CARF_PDDEXK		hypothetical protein HMPREF1124_1186	Non-RN	
MK_CARF_00100808	ZP_08523340.1	CARF	CARF.420.FASTA	4.57E-71	2552	6317	CL1_CARF	CARF4	Streptococcus infantis SK1076	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9967_1284	Non-RN	
MK_CARF_00100729	ZP_08061325.1	CARF	CARF.420.FASTA	5.7E-72	1448	6318	CL1_CARF	CARF4	Streptococcus infantis ATCC 700779	382	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9423_0723	Non-RN	
MK_CARF_00101185	ZP_15728069.1	CARF	CARF.420.FASTA	5.7E-72	3689	6319	CL1_CARF	CARF4	Streptococcus mitis SPAR10	382	pfam09002	CARF_PDDEXK		hypothetical protein SPAR10_1179	Non-RN	
MK_CARF_ADD00000307	WP_075670108.1	CARF	CARF.201.FASTA		193a	6320	CL1_CARF	CARF4	Anaerostipes sp. 992a	389		CARF_PDDEXK		DUF1887 family protein	Non-RN	
MK_CARF_01001491	EGL37240.1	CARF	CARF.70.FASTA	2.36E-39	1050	6321	CL1_CARF	CARF4	Oribacterium sp. oral taxon 108 str. F0425	400	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9124_1003	Non-RN	
MK_CARF_00100809	ZP_08538920.1	CARF	CARF.70.FASTA	2.36E-39	1050	6322	CL1_CARF	CARF4	Oribacterium sp. oral taxon 108 str. F0425	400	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9124_1003	Non-RN	
MK_CARF_00100905	ZP_09324233.1	CARF	CARF.70.FASTA	1.98E-39	1628	6323	CL1_CARF	CARF4	Oribacterium sp. ACB7	390	pfam09002	CARF_PDDEXK		hypothetical protein HMPREF9624_00795	Non-RN	
MK_CARF_00100422	ZP_03991491.1	CARF	CARF.70.FASTA	1.77E-39	4390	6324	CL1_CARF	CARF4	Oribacterium sinus F0268	423		CARF_PDDEXK		hypothetical protein HMPREF6123_1430	Non-RN	
MK_CARF_01001490	EEJ51284.1	CARF	CARF.70.FASTA	1.77E-39	4390	6325	CL1_CARF	CARF4	Oribacterium sinus F0268	423		CARF_PDDEXK		hypothetical protein HMPREF6123_1430	Non-RN	
MK_CARF_01001548	gene_48|GeneMark.hmm|405_aa|+|68981|70198 JNKY01000018.1	CARF	CARF.70.FASTA	1.55E-50	1718	6326	CL1_CARF	CARF4	Lachnospiraceae bacterium C6A11 T542	405	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001549	gene_723|GeneMark.hmm|401_aa|+|901663|902868 JNLK01000001.1	CARF	CARF.70.FASTA	5.18E-47	3101	6327	CL1_CARF	CARF4	Lachnospiraceae bacterium AC2029 BO12	401	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001498	gene_307|GeneMark.hmm|425_aa|-|367937|369214 JNLF01000004.1	CARF	CARF.70.FASTA	5.24E-38	1366	6328	CL1_CARF	CARF4	Butyrivibrio sp. AE2032 BO18	425	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001604	gene_58|GeneMark.hmm|407_aa|-|76873|78096 LFSO01000053.1	CARF	CARF.70.FASTA	1.39E-30	3336	6329	CL1_CARF	CARF4	Clostridiales bacterium DTU053	407	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00012436	WP_081571182.1	CARF	CARF.70.FASTA	1.21E-38	4786	6330	CL1_CARF	CARF4	Eubacterium limosum	439	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001692	gene_30|GeneMark.hmm|413_aa|+|31355|32596 JWIS01000012.1	CARF	CARF.70.FASTA	8.08E-39	4070	6331	CL1_CARF	CARF4	Eubacterium limosum strain ATCC 8480 Elim_contig_12	413	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00012388	WP_081474185.1	CARF	CARF.70.FASTA	2.85E-39	2127	6332	CL1_CARF	CARF4	Clostridiales	432	pfam09002	CARF_PDDEXK		MULTISPECIES: DUF1887 family protein	Non-RN	
MK_CARF_00100676	YP_003959324.1	CARF	CARF.70.FASTA	1.87E-39	1025	6333	CL1_CARF	CARF4	Eubacterium limosum KIST612	406	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00012335	WP_082669329.1	CARF	CARF.70.FASTA	5.15E-40	1897	6334	CL1_CARF	CARF4	Eubacterium limosum	430	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001660	CDB42427.1	CARF	CARF.70.FASTA	1.34E-42	1857	6335	CL1_CARF	CARF4	Ruminococcus sp. CAG:177	417	pfam09002	CARF_PDDEXK		putative uncharacterized protein	Non-RN	
MK_CARF_01001586	gene_109|GeneMark.hmm|369_aa|+|123262|124371 JNJQ01000006.1	CARF	CARF.86.FASTA	3.71E-64	1242	6336	CL1_CARF	CARF4	Erysipelotrichaceae bacterium NK3D112 T373	369	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000381	WP_124762771.1	CARF	CARF.213.FASTA		194a	6337	CL1_CARF	CARF4	Erysipelotrichaceae bacterium OH741_COT-311	389	pfam09002	CARF_PDDEXK		DUF1887 family protein	Non-RN	
MK_CARF_00012260	WP_066046836.1	CARF	CARF.70.FASTA	7.58E-41	4796	6338	CL1_CARF	CARF4	Anaerotignum propionicum	416	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001526	AMJ39825.1	CARF	CARF.70.FASTA	5.93E-41	3230	6339	CL1_CARF	CARF4		402	pfam09002	CARF_PDDEXK		hypothetical protein CPRO_02020	Non-RN	
MK_CARF_01001525	KXL53965.1	CARF	CARF.70.FASTA	4.96E-43	14	6340	CL1_CARF	CARF4		400	pfam09002	CARF_PDDEXK		hypothetical protein CLNEO_00600	Non-RN	
MK_CARF_01001512	CCX39612.1	CARF	CARF.70.FASTA	1.03E-41	2383	6341	CL1_CARF	CARF4	Firmicutes bacterium CAG:102	399	pfam09002	CARF_PDDEXK		putative uncharacterized protein	Non-RN	
MK_CARF_01001662	CDC25208.1	CARF	CARF.70.FASTA	2.91E-45	3687	6342	CL1_CARF	CARF4	Firmicutes bacterium CAG:466	398	pfam09002	CARF_PDDEXK		putative uncharacterized protein	Non-RN	
MK_CARF_01001661	gene_77|GeneMark.hmm|390_aa|+|51695|52867 BBZU01000013.1	CARF	CARF.70.FASTA	2.48E-45	53	6343	CL1_CARF	CARF4	Clostridia bacterium UC5.1	390	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00010167	WP_106084307.1	CARF	CARF.353.FASTA	7.28E-90	4537	6344	CL1_CARF	CARF4	Lachnospiraceae bacterium oral taxon 500	397	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000340	CDB24447.1	CARF	CARF.339.FASTA		189a	6345	CL1_CARF	CARF4	Clostridium sp. CAG:557	395	pfam09002	CARF_PDDEXK		putative uncharacterized protein	Non-RN	
MK_CARF_ADD00000479	RME56662.1	CARF	CARF.191.FASTA		27a	6346	CL1_CARF	CARF4	Deltaproteobacteria bacterium	685		CARF_PDDEXK		hypothetical protein D6795_00970	Non-RN	
MK_CARF_ADD00000480	RME56602.1	CARF	CARF.191.FASTA		27a	6347	CL1_CARF	CARF4	Deltaproteobacteria bacterium	710		CARF_PDDEXK		hypothetical protein D6795_01070	Non-RN	
MK_CARF_ADD00000478	RMD97174.1	CARF	CARF.191.FASTA		41a	6348	CL1_CARF	CARF4	Deltaproteobacteria bacterium	426		CARF_PDDEXK		hypothetical protein D6812_15750, partial	Non-RN	
MK_CARF_ADD00000477	RME04641.1	CARF	CARF.191.FASTA		41a	6349	CL1_CARF	CARF4	Deltaproteobacteria bacterium	407		CARF_PDDEXK		hypothetical protein D6812_04085	Non-RN	
MK_CARF_ADD00000482	RME42824.1	CARF	CARF.191.FASTA		28a	6350	CL1_CARF	CARF4	Deltaproteobacteria bacterium	689		CARF_PDDEXK		hypothetical protein D6795_20430	Non-RN	
MK_CARF_ADD00000481	RME03843.1	CARF	CARF.191.FASTA		28a	6351	CL1_CARF	CARF4	Deltaproteobacteria bacterium	688		CARF_PDDEXK		hypothetical protein D6812_04860, partial	Non-RN	
MK_CARF_ADD00000380	ODT03816.1	CARF	CARF.199.FASTA		115a	6352	CL1_CARF	CARF4	Gemmatimonadetes bacterium SCN 70-22	671		CARF_PDDEXK		hypothetical protein ABS52_07770	Non-RN	
MK_CARF_ADD00000341	OPX19262.1	CARF	CARF.369.FASTA		158a	6353	CL1_CARF	CARF4	Desulfobacca sp. 4484_104	479		CARF_PDDEXK		hypothetical protein BZ151_10170, partial	Non-RN	
MK_CARF_ADD00000342	ETR73851.1	CARF	CARF.369.FASTA		103a	6354	CL1_CARF	CARF4	Candidatus Magnetoglobus multicellularis str. Araruama	710		CARF_PDDEXK		hypothetical protein OMM_00661	Non-RN	
MK_CARF_01001543	gene_6|GeneMark.hmm|656_aa|-|6357|8327 KK365986.1	CARF	CARF.76.FASTA	4.42E-87	4728	6355	CL1_CARF	CARF4	Desulfonatronovibrio hydrogenovorans DSM 9292	656		CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000354	RJX18577.1	CARF	CARF.244.FASTA		112a	6356	CL1_CARF	CARF4	Candidatus Desulforudis sp.	677		CARF_PDDEXK		hypothetical protein C4575_10370	Non-RN	
MK_CARF_ADD00000391	OPY70138.1	CARF	CARF.235.FASTA		109a	6357	CL1_CARF	CARF4	Syntrophorhabdaceae bacterium PtaU1.Bin034	689		CARF_PDDEXK_TM	2	hypothetical protein A4E57_00778	Non-RN	
MK_CARF_ADD00000615	HAR80095.1	CARF	CARF.285.FASTA		106a	6358	CL1_CARF	CARF4	Succinivibrionaceae bacterium	705		CARF_PDDEXK		TPA: hypothetical protein DCR21_04615	Non-RN	
MK_CARF_ADD00000405	WP_022854422.1	CARF	CARF.226.FASTA		113a	6359	CL1_CARF	CARF4	Thermodesulfatator atlanticus	675	cd09742	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000485	RMG00266.1	CARF	CARF.209.FASTA		114a	6360	CL1_CARF	CARF4	Nitrospirae bacterium	673		CARF_PDDEXK		hypothetical protein D6726_11535	Non-RN	
MK_CARF_ADD00000484	RME63685.1	CARF	CARF.209.FASTA		187a	6361	CL1_CARF	CARF4	Nitrospirae bacterium	402		CARF_PDDEXK		hypothetical protein D6778_09215	Non-RN	
MK_CARF_ADD00000326	KJR43566.1	CARF	CARF.253.FASTA		116a	6362	CL1_CARF	CARF4	Candidatus Magnetoovum chiemensis	659		CARF_PDDEXK		hypothetical protein MCHI_000538	Non-RN	
MK_CARF_ADD00000559	DAC16721.1	CARF	CARF.276.FASTA		10a	6363	CL1_CARF	CARF4	Candidatus Poseidoniales archaeon	507		CARF_PDDEXK_CARF		TPA: hypothetical protein D7I06_04395	Non-RN	
MK_CARF_ADD00000558	RAH15367.1	CARF	CARF.276.FASTA		10a	6364	CL1_CARF	CARF4	Euryarchaeota archaeon	481		CARF_PDDEXK_CARF		hypothetical protein CMB20_001725	Non-RN	
MK_CARF_ADD00000560	DAC17389.1	CARF	CARF.276.FASTA		10a	6365	CL1_CARF	CARF4	Candidatus Poseidoniales archaeon	485		CARF_PDDEXK_CARF		TPA: hypothetical protein D7I06_03370	Non-RN	
MK_CARF_00012967	WP_083763330.1	CARF	CARF.112.FASTA	7.46E-24	4324	6366	CL1_CARF	CARF4	Roseiflexus sp. RS-1	397	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100237	YP_001278284.1	CARF	CARF.112.FASTA	6.79E-24	1716	6367	CL1_CARF	CARF4	Roseiflexus sp. RS-1	386	pfam09002	CARF_PDDEXK		hypothetical protein RoseRS_3987	Non-RN	
MK_CARF_01001608	ABQ92334.1	CARF	CARF.112.FASTA	6.79E-24	1716	6368	CL1_CARF	CARF4	Roseiflexus sp. RS-1	386	pfam09002	CARF_PDDEXK		hypothetical protein RoseRS_3987	Non-RN	
MK_CARF_01001607	EFH90032.1	CARF	CARF.112.FASTA	4.57E-13	3700	6369	CL1_CARF	CARF4	Ktedonobacter racemifer DSM 44963	395	pfam09002	CARF_PDDEXK		hypothetical protein Krac_11629	Non-RN	
MK_CARF_00100631	ZP_06966921.1	CARF	CARF.112.FASTA	4.57E-13	3700	6370	CL1_CARF	CARF4	Ktedonobacter racemifer DSM 44963	395	pfam09002	CARF_PDDEXK		hypothetical protein Krac_11629	Non-RN	
MK_CARF_00013158	WP_129889549.1	CARF	CARF.112.FASTA	4.46E-13	479	6371	CL1_CARF	CARF4	Ktedonobacterales bacterium SCAWS-G2	379	pfam09002	CARF_PDDEXK		DUF1887 family protein	Non-RN	
MK_CARF_01001603	gene_5|GeneMark.hmm|362_aa|-|7029|8117 LFRQ01000106.1	CARF	CARF.112.FASTA	6.38E-18	1022	6372	CL1_CARF	CARF4	Clostridia bacterium DTU022	362	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000483	RMD65136.1	CARF	CARF.193.FASTA		190a	6373	CL1_CARF	CARF4	Candidatus Parcubacteria bacterium	394	pfam09002	CARF_PDDEXK		hypothetical protein D6833_03380	Non-RN	
MK_CARF_01001392	BAU44923.1	CARF	CARF.456.FASTA	4.09E-66	678	6374	CL1_CARF	CARF4	Leptolyngbya sp. O-77	394	pfam09002	CARF_PDDEXK		hypothetical protein O77CONTIG1_04769	Non-RN	
MK_CARF_00010902	WP_068515399.1	CARF	CARF.456.FASTA	4.09E-66	678	6375	CL1_CARF	CARF4	Leptolyngbya sp. O-77	394	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01000847	gene_265|GeneMark.hmm|389_aa|-|262972|264141 KI928194.1	CARF	CARF.456.FASTA	2E-68	64	6376	CL1_CARF	CARF4	Aphanizomenon flos-aquae NIES-81	389	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00010403	WP_087541904.1	CARF	CARF.456.FASTA	3.26E-72	2916	6377	CL1_CARF	CARF4	Nostocales cyanobacterium HT-58-2	387	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001544	ADU96046.1	CARF	CARF.77.FASTA	8.91E-86	1317	6378	CL1_CARF	CARF4	Thermovibrio ammonificans HB-1	345	pfam09002	CARF_PDDEXK		hypothetical protein Theam_0072	Non-RN	
MK_CARF_00100708	YP_004150687.1	CARF	CARF.77.FASTA	8.91E-86	1317	6379	CL1_CARF	CARF4	Thermovibrio ammonificans HB-1	345	pfam09002	CARF_PDDEXK		hypothetical protein Theam_0072	Non-RN	
MK_CARF_00010210	WP_013536832.1	CARF	CARF.77.FASTA	8.91E-86	1317	6380	CL1_CARF	CARF4	Thermovibrio ammonificans	345	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001587	gene_567|GeneMark.hmm|376_aa|-|587486|588616 ATXC01000001.1	CARF	CARF.87.FASTA	6.04E-72	970	6381	CL1_CARF	CARF4	Desulfurobacterium sp. TC5-1 H153	376	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000552	PIQ31292.1	CARF	CARF.186.FASTA		200a	6382	CL1_CARF	CARF4	Zetaproteobacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_13	382	pfam09002	CARF_PDDEXK		hypothetical protein COW62_10320	Non-RN	
MK_CARF_ADD00000549	PCI42246.1	CARF	CARF.186.FASTA		205a	6383	CL1_CARF	CARF4	Proteobacteria bacterium	380	pfam09002	CARF_PDDEXK		hypothetical protein COB41_09865	Non-RN	
MK_CARF_ADD00000551	RME81515.1	CARF	CARF.186.FASTA		351a	6386	CL1_CARF	CARF4	Zetaproteobacteria bacterium	163	cd09747	CARF		DUF1887 family protein, partial family protein, partial	Non-RN	
MK_CARF_ADD00000550	WP_138238346.1	CARF	CARF.186.FASTA		199a	6387	CL1_CARF	CARF4	Mariprofundus sp. P3	384	pfam09002	CARF_PDDEXK		DUF1887 family protein	Non-RN	
MK_CARF_00101136	YP_006921133.1	CARF	CARF.112.FASTA	2.21E-34	2591	6388	CL1_CARF	CARF4	Thermacetogenium phaeum DSM 12270	297	pfam09002	CARF_PDDEXK		type II-like restriction endonuclease	Non-RN	
MK_CARF_00012637	WP_015051496.1	CARF	CARF.112.FASTA	2.21E-34	2591	6389	CL1_CARF	CARF4	Thermacetogenium phaeum	297	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001643	AFV12634.1	CARF	CARF.112.FASTA	2.21E-34	2591	6390	CL1_CARF	CARF4	Thermacetogenium phaeum DSM 12270	297	pfam09002	CARF_PDDEXK		type II-like restriction endonuclease	Non-RN	
MK_CARF_00100798	YP_004515868.1	CARF	CARF.112.FASTA	1.14E-34	252	6391	CL1_CARF	CARF4	Desulfotomaculum kuznetsovii DSM 6115	298	pfam09002	CARF_PDDEXK		hypothetical protein Desku_0443	Non-RN	
MK_CARF_01001642	AEG14067.1	CARF	CARF.112.FASTA	1.14E-34	252	6392	CL1_CARF	CARF4	Desulfotomaculum kuznetsovii DSM 6115	298	pfam09002	CARF_PDDEXK		Domain of unknown function DUF1887	Non-RN	
MK_CARF_00100225	YP_001212480.1	CARF	CARF.112.FASTA	8.1E-35	3032	6393	CL1_CARF	CARF4	Pelotomaculum thermopropionicum SI	298	pfam09002	CARF_PDDEXK		hypothetical protein PTH_1930	Non-RN	
MK_CARF_01001644	AMM40920.1	CARF	CARF.112.FASTA	1.03E-34	1982	6394	CL1_CARF	CARF4	delta proteobacterium HotSeep1	293	pfam09002	CARF_PDDEXK		protein containing DUF1887	Non-RN	
